href,object,Favorites ,Appetizers ,Quick and Easy,Healthy,Dinner Party ,Grilling ,Dessert,Cake,*Member Recipes,Salad,Soup,Vegetable,Fruit,Beef,Chicken,Fish,Pizza,Pasta,Breads,Dips,Nuts,Sushi,Beverages,Thanksgiving,Christmas
https://cookbooks.com/Recipe-Details.aspx?id=359,BAKED BEANS,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=363,BAKED SQUASH AND APPLES,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=365,SKILLET SWEET POTATOES,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=377,BUTTERMILK BISCUITS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=390,APPLE CAKE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=391,CARROT CAKE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=395,BREAD PUDDING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=400,PANCAKES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=413,FROZEN POPS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=423,SNACK PIZZA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=424,GRILLED SANDWICHES,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=448,SPAGHETTI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=451,PARTY SANDWICHES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=458,EGGS IN A BASKET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=464,PIZZA IN A POCKET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=599,GRILLED SWORDFISH WITH SPINACH PESTO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=608,GRILLED STEAK WITH MUSTARD MARINADE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=611,GRILLED VEAL CHOPS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=633,PUMPKIN PIE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=657,ITALIAN-STYLE PORK SOUP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=688,GARDEN PASTA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=707,PASTA WITH CHEESE AND WALNUTS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=712,SPINACH MEATBALLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=727,HOT AND SPICY PASTA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=733,ANGEL HAIR PASTA WITH CRAB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=766,GLAZED CHICKEN WINGS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=768,SPICY CHICKEN WINGS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=794,CHICKEN CORN CHOWDER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=847,CHICKEN POT PIE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=899,SHRIMP DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=937,FISH AND CHIPS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=984,MEXICAN CHEESE SOUP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=995,CHUNKY POTATO SOUP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1005,SPINACH SOUP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1034,SAUSAGE STEW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1063,FRUIT DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1073,PIZZA SNACK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1076,SAVORY CHEESE SPREAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1078,LOW CALORIE PARTY MIX,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1085,MACARONI SALAD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1090,ORANGE SALAD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1129,SAVORY PORK CHOPS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1167,BANANA BREAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1172,Diabetic Cornbread,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1174,FRENCH TOAST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1199,FRUIT CAKE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1231,APPLE CRUNCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1258,PARTY FRUIT PUNCH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1340,ZUCCHINI BREAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1364,CHICKEN WINGS ON THE GRILL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1395,GRILLED SWEET AND SOUR RIBS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1399,CHICKEN KABOBS ON GRILL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1418,Grilled Garlic Shrimp,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1423,BLACK PEPPER STEAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1433,GRILLED FISH AND SHRIMP,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1477,GRILLED CORN,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1490,GRILLED EGGPLANT,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1507,GRILLED CORNBREAD,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1585,BANANA CREAM PIE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1680,PLAKI (GREEK FISH),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1853,TACO SALAD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1915,BEEF FAJITAS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=1917,BEEF CHIMICHANGA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2041,STRAWBERRY DIVINITY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2054,CANDIED PECANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2170,SAUSAGE BALLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2257,CRISP FRIED CATFISH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2299,"""QUICK AND EASY"" FLAME CHARRED STEAK",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2377,OLD FASHIONED PEACH COBBLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2392,BUTTERMILK PIE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2409,PINEAPPLE UPSIDE-DOWN CAKE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2413,RAVE REVIEWS COCONUT CAKE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2416,PAW PAW'S OLD FASHIONED POUND CAKE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2492,BACON APPETIZERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2513,HOT CRAB DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2528,FRENCH ONION SOUP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2579,BROCCOLI CASSEROLE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2778,APPLE SALAD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2806,PUMPKIN BREAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2814,AMBROSIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2831,CRAB DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2915,GUACAMOLE DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=2958,PANCHO'S CHEESE DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3012,APPETIZER SHRIMP DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3015,BLEU CHEESE DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3098,SEAFOOD BOULETTES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3118,PECAN SNACKS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3205,SALMON SPREAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3220,BROCCOLI CHEESE DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3407,MARINATED PARTY VEGETABLES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3481,SALSA DIP SAUCE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3760,SEASON'S BEST SPINACH DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3849,7 LAYER DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3858,BISCUIT PIZZA SNACKS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3868,FRESH FRUIT DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3874,LAYERED TEX-MEX DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3946,FRUIT DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3963,SUGAR COATED PEANUTS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=3987,VEGETABLE PIZZA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=4147,CHEESE/BACON DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=4164,HONEY ROASTED NUTS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=4289,CAESAR SALAD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=4417,STRAWBERRY JELLO SALAD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=4986,FAT FREE FRUIT SALAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=5167,LENTIL SOUP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=16064,CARROT CAKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=16157,NO BAKE CHOCOLATE PEANUT BUTTER COOKIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=16441,OLD FASHIONED LIGHT FRUIT CAKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=16939,"""NINE'S"" CHOCOLATE PUDDING",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=17651,BANANA-BERRY DRINK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=17797,HOT BUTTERED PINEAPPLE DRINK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=18215,CHICKEN STROGANOFF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=18280,WANDA'S HOT CHOCOLATE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=18422,HONEY BEAR HONEY DRINK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=18678,SHRIMP DIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=18685,ANTIPASTO SQUARES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=5277,TROPICAL SALAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=5441,STRAWBERRY JELLO SALAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=5695,GREEN BEAN SALAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=5835,SPAGHETTI SAUCE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=5898,CRANBERRY JELLO SALAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=6180,MACARONI SALAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=6519,HAWAIIAN BURGER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=6551,CHICKEN BURRITOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=6558,CHICKEN SPAGHETTI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=25707,"""ABC"" SWEET POTATO SOUFFLE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=25790,BAYOU RED BEANS AND RICE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=26752,BRAN MUFFINS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=26754,BLUEBERRY MUFFINS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=27320,PEACH COBBLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=27371,GLAZED STRAWBERRY TART,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=27462,RHUBARB BREAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=29186,SUGAR PLUMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=30901,PINEAPPLE FLUFF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=32373,CHEESE FONDUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://cookbooks.com/Recipe-Details.aspx?id=32452,HOMEMADE PRETZELS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
